url,brand,title,price,Аккумуляторная батарея__Ёмкость батареи (доступная),Аккумуляторная батарея__Время быстрой зарядки,Аккумуляторная батарея__Время зарядки,Аккумуляторная батарея__Емкость батареи,Аккумуляторная батарея__Запас хода на электричестве,Аккумуляторная батарея__Количество циклов зарядки,Аккумуляторная батарея__Максимальная мощность зарядки,Аккумуляторная батарея__Описание быстрой зарядки,Аккумуляторная батарея__Температурный режим батареи,Аккумуляторная батарея__Тип батареи,Аккумуляторная батарея__Тип разъема для зарядки,Владение__Владельцы,Владение__Во владении,Владение__Гарантия,Владение__Год выпуска,Владение__Госномер,Владение__Налог,Владение__Обмен,Владение__ПТС,Владение__Пробег,Владение__Продажа с НДС,Владение__Состояние,Владение__Таможня,Двигатель__ГРМ,Двигатель__Диаметр цилиндра и ход поршня,Двигатель__Код двигателя,Двигатель__Количество цилиндров,Двигатель__Максимальная мощность,Двигатель__Максимальный крутящий момент,Двигатель__Методика расчета расхода,Двигатель__Объем двигателя,Двигатель__Расположение двигателя,Двигатель__Расположение цилиндров,Двигатель__Система питания двигателя,Двигатель__Степень сжатия,Двигатель__Тип двигателя,Двигатель__Тип наддува,Двигатель__Число клапанов на цилиндр,Общая информация__Класс автомобиля,Общая информация__Количество дверей,Общая информация__Количество мест,Общая информация__Расположение руля,Общая информация__Страна марки,Объём и масса__Объем багажника мин/макс,Объём и масса__Объём топливного бака,Объём и масса__Полная масса,Объём и масса__Снаряженная масса,Подвеска и тормоза__Задние тормоза,Подвеска и тормоза__Передние тормоза,Подвеска и тормоза__Тип задней подвески,Подвеска и тормоза__Тип передней подвески,Размеры__Высота,Размеры__Длина,Размеры__Клиренс,Размеры__Колёсная база,Размеры__Размер колёс,Размеры__Размеры дисков,Размеры__Сверловка,Размеры__Ширина,Размеры__Ширина задней колеи,Размеры__Ширина передней колеи,Трансмиссия__Количество передач,Трансмиссия__Коробка передач,Трансмиссия__Тип привода,Эксплуатационные показатели__Выбросы CO2,Эксплуатационные показатели__Максимальная скорость,Эксплуатационные показатели__Марка топлива,Эксплуатационные показатели__Разгон до 100 км/ч,Эксплуатационные показатели__Расход,"Эксплуатационные показатели__Расход топлива, город/трасса/смешанный",Эксплуатационные показатели__Экологический класс
https://auto.ru/cars/used/sale/tesla/model_3/1127591180-0bebe8dc/,Tesla,"Tesla Model 3 Long Range I, 2022",3 300 000,,27 мин,22.38 ч,75.0 кВт⋅ч,560 км,1500,250.0 кВт,До 80% при 120 кВт,-30-60 С,Литий-ионная (Li-ion),,1 владелец,,,2022,******|199,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,80 000 км,,Не требует ремонта,Растаможен,,,,,346 л.с. (258 кВт),527 Н⋅м,WLTP,,,,,,Электро,,,D,4,5,Левый,США,425 л,,2265 кг,1847 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1443 мм,4694 мм,140 мм,2875 мм,235/45 R18,"8.5x21 ET40, 8x19 ET40, 8x20 ET40",DIA64.1 5x114.3 мм,1849 мм,1580 мм,1580 мм,1,Автомат,Полный,,233 км/ч,,4.5 с,16.0 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/volkswagen/id4/1126157400-315ac367/,Volkswagen,"Volkswagen ID.4 Crozz, 2022",3 050 000,,40 мин,,84.8 кВт⋅ч,600 км,,,До 80%,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,,2022,******|797,0 ₽ в год,,Оригинал/Электронный,30 000 км,,Не требует ремонта,Растаможен,,,,,204 л.с. (150 кВт),310 Н⋅м,NEDC,,,,,,Электро,,,C,5,5,Левый,Германия,512 л,,2600 кг,2130 кг,Дисковые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1629 мм,4592 мм,,2765 мм,"235/55 R19, 255/50 R19",,,1852 мм,,,1,Автомат,Задний,,160 км/ч,,,14.3 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/bmw/i3/1130565147-43df82b2/,BMW,"BMW i3 120Ah I (I01) Рестайлинг, 2019",2 600 000,37.9 кВт⋅ч,45 мин,,42.2 кВт⋅ч,285 км,,50.0 кВт,До 80% при 50 кВт,,Литий-ионная (Li-ion),"CCS Combo 2, Type 2",2 владельца,2 года и 3 месяца,,2019,******|977,0 ₽ в год,,Оригинал/Электронный,77 000 км,,Не требует ремонта,Растаможен,,,,,170 л.с. (125 кВт) при 4800 об/мин,250 Н⋅м при 0 об/мин,WLTP,,,,,,Электро,,,B,5,4,Левый,Германия,260/1100 л,,1710 кг,1270 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1598 мм,4011 мм,139 мм,2570 мм,,"5x19 ET43 / 5.5x19 ET53, 5x20 ET43 / 5.5x20 ET53",DIA66.6 5x112 мм,1775 мм,1576 мм,1571 мм,1,Автомат,Задний,0 г/км,150 км/ч,,7.3 с,13.1 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/009/1130206195-ba09561b/,Zeekr,"Zeekr 009 108 kWh I Рестайлинг, 2024",15 500 000,,11 мин,,108.0 кВт⋅ч,702 км,,,Быстрая зарядка (10-80%),,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",1 владелец,,,2024,,0 ₽ в год,,Оригинал/Электронный,188 км,,Не требует ремонта,Растаможен,,,,,789 л.с. (580 кВт),810 Н⋅м,CLTC,,,,,,Электро,,,M,5,"7, 6, 4",Левый,Китай,574/2963 л,,3477 кг,2910 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1812 мм,5217 мм,142 мм,3205 мм,255/50 R19,,,2024 мм,1714 мм,1702 мм,1,Автомат,Полный,,230 км/ч,,3.9 с,17.5 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/kia/soul_ev/1129345673-f39d8ecb/,Kia,"Kia Soul EV I, 2014",1 249 000,27.0 кВт⋅ч,30 мин,,30.5 кВт⋅ч,212 км,,,До 80% при 50 кВт,,Литий-полимерная (Li-pol),"CCS Combo 2, Type 2",2 владельца,,,2014,******|797,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,126 000 км,,Не требует ремонта,Растаможен,,,,,110 л.с. (81 кВт) при 8000 об/мин,285 Н⋅м при 2730 об/мин,NEDC,,,,,,Электро,,,B,5,5,Левый,Южная Корея,281/891 л,,1960 кг,1492 кг,Дисковые,Дисковые вентилируемые,"Полунезависимая, торсионная","Независимая, пружинная",1593 мм,4140 мм,151 мм,2570 мм,"235/45 R18, 205/60 R16, 215/55 R17, 235/50 R17","6.5x16 ET47, 7x17 ET50, 6.5x17 ET51, 7.5x18 ET55",DIA67.1 5x114.3 мм,1800 мм,1585 мм,1576 мм,1,Автомат,Передний,,145 км/ч,,11.2 с,14.7 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/tesla/model_x/1128795633-c37e2c8c/,Tesla,"Tesla Model X P90D I, 2016",3 650 000,,45 мин,27.1 ч,90.0 кВт⋅ч,467 км,,,От 10% до 80% при 145 кВт,-30-60 С,Литий-ионная (Li-ion),,3 владельца,,,2016,******|007,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,132 000 км,,Не требует ремонта,Растаможен,,,,,773 л.с. (568 кВт),930 Н⋅м,NEDC,,,,,,Электро,,,E,5,7,Левый,США,895/1795 л,,3070 кг,2439 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1626 мм,5004 мм,180 мм,3061 мм,,"9x20 ET35 / 9.5x20 ET40, 9x22 ET35 / 10x22 ET35",DIA64.1 5x120 мм,2083 мм,,,1,Автомат,Полный,,250 км/ч,,4.0 с,24.0 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/tesla/model_y/1121260021-340c3045/,Tesla,"Tesla Model Y Performance I, 2022",4 999 999,,27 мин,8.25 ч,75.0 кВт⋅ч,514 км,,250.0 кВт,10-80% при 250 кВт,,Литий-ионная (Li-ion),Tesla SG,1 владелец,2 года и 8 месяцев,,2022,******|977,0 ₽ в год,,Оригинал/Электронный,50 000 км,,Не требует ремонта,Растаможен,,,,,534 л.с. (393 кВт),660 Н⋅м,WLTP,,,,,,Электро,,,D,5,"5, 7",Левый,США,1840 л,,2532 кг,2072 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1624 мм,4751 мм,167 мм,2890 мм,"255/35 R21, 275/35 R21",,,1921 мм,1636 мм,1636 мм,1,Автомат,Полный,,250 км/ч,,3.7 с,17.3 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/hongqi/e_hs9/1131339192-be4ee88d/,Hongqi,"Hongqi E-HS9 120 kWh, 2023",8 100 000,,66 мин,,120.0 кВт⋅ч,660 км,,,,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,,2023,******|797,0 ₽ в год,,Оригинал/Электронный,16 700 км,,Не требует ремонта,Растаможен,,,,,551 л.с. (405 кВт),750 Н⋅м,NEDC,,,,,,Электро,,,F,5,"4, 6, 7",Левый,Китай,,,,,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1713 мм,5209 мм,175 мм,3110 мм,265/45 R21,9x21 ET35,,2010 мм,,,1,Автомат,Полный,,200 км/ч,,4.8 с,18.0 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/009/1131332388-0593cafb/,Zeekr,"Zeekr 009 140 kWh I Рестайлинг, 2024",13 000 000,,30 мин,,140.0 кВт⋅ч,850 км,,,Быстрая зарядка (10-80%),,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",1 владелец,1 год и 3 месяца,,2024,******|199,0 ₽ в год,,Оригинал/Электронный,3 657 км,,Не требует ремонта,Растаможен,,,,,612 л.с. (450 кВт),693 Н⋅м,CLTC,,,,,,Электро,,,M,5,"7, 6, 4",Левый,Китай,574/2963 л,,3477 кг,2906 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1812 мм,5217 мм,142 мм,3205 мм,255/50 R19,,,2024 мм,1714 мм,1702 мм,1,Автомат,Полный,,210 км/ч,,4.5 с,17.8 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/tesla/model_s/1116072135-a44d6258/,Tesla,"Tesla Model S P100D I Рестайлинг, 2018",3 500 000,,40 мин,30.11 ч,100.0 кВт⋅ч,507 км,,,До 80% при 120 кВт,-30-60 С,Литий-ионная (Li-ion),,1 владелец,,,2018,******|797,0 ₽ в год,,Оригинал/Электронный,52 000 км,,Не требует ремонта,Растаможен,,,,,762 л.с. (568 кВт),967 Н⋅м,EPA,,,,,,Электро,,,F,5,5,Левый,США,891 л,,2720 кг,2241 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1435 мм,4970 мм,144 мм,2960 мм,"245/35 R21, 245/45 R19","8.5x21 ET40, 8.5x21 ET40 / 9x21 ET40, 8x19 ET40",DIA64.1 5x120 мм,1964 мм,1700 мм,1662 мм,1,Автомат,Полный,,250 км/ч,,2.7 с,20.0 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/smart/forfour/1128758969-f905ea9c/,Smart,"Smart Forfour II, 2020",1 950 000,,,,16.7 кВт⋅ч,155 км,,,,,Литий-ионная (Li-ion),,2 владельца,2 года и 7 месяцев,,2020,******|797,0 ₽ в год,,Оригинал/Электронный,25 300 км,,Не требует ремонта,Растаможен,,,,,82 л.с. (60 кВт),160 Н⋅м,,,Заднее,,,,Электро,нет,,A,5,4,Левый/Правый,Германия,185/975 л,,,1200 кг,Барабанные,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1554 мм,3495 мм,120 мм,2492 мм,,"5x15 ET32 / 5.5x15 ET42, 6x16 ET44 / 6.5x16 ET40",DIA60.1 4x100 мм,1665 мм,1429 мм,1467 мм,,Автомат,Задний,,130 км/ч,,12.7 с,,,Euro 6
https://auto.ru/cars/used/sale/tesla/model_s/1131165031-86df07f9/,Tesla,"Tesla Model S 75D I Рестайлинг, 2018",3 000 000,,38 мин,22.38 ч,75.0 кВт⋅ч,417 км,,120.0 кВт,До 80% при 120 кВт,-30-60 С,Литий-ионная (Li-ion),Tesla SG,2 владельца,2 года и 11 месяцев,,2018,******|197,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,178 000 км,,Не требует ремонта,Растаможен,,,,,525 л.с. (386 кВт),525 Н⋅м,EPA,,,,,,Электро,,,F,5,5,Левый,США,891 л,,2590 кг,2027 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1435 мм,4970 мм,144 мм,2960 мм,"245/35 R21, 245/45 R19","8.5x21 ET40, 8.5x21 ET40 / 9x21 ET40, 8x19 ET40",DIA64.1 5x120 мм,1964 мм,1700 мм,1662 мм,1,Автомат,Полный,,225 км/ч,,4.4 с,,,
https://auto.ru/cars/used/sale/tesla/model_3/1131052956-1b8d9859/,Tesla,"Tesla Model 3 Long Range I, 2019",3 300 000,,27 мин,22.38 ч,75.0 кВт⋅ч,560 км,1500,250.0 кВт,До 80% при 120 кВт,-30-60 С,Литий-ионная (Li-ion),,1 владелец,,,2019,******|799,0 ₽ в год,,Оригинал/Электронный,125 000 км,,Не требует ремонта,Растаможен,,,,,346 л.с. (258 кВт),527 Н⋅м,WLTP,,,,,,Электро,,,D,4,5,Левый,США,425 л,,2265 кг,1847 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1443 мм,4694 мм,140 мм,2875 мм,235/45 R18,"8.5x21 ET40, 8x19 ET40, 8x20 ET40",DIA64.1 5x114.3 мм,1849 мм,1580 мм,1580 мм,1,Автомат,Полный,,233 км/ч,,4.5 с,16.0 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/nissan/leaf/1126557347-2827be5c/,Nissan,"Nissan Leaf II (ZE1), 2019",2 000 000,,35 мин,,40.0 кВт⋅ч,270 км,,,До 80% при 50 кВт,-35-45 С,Литий-ионная (Li-ion),CHAdeMO,1 владелец,,,2019,******|125,0 ₽ в год,,Оригинал/Электронный,25 000 км,,Не требует ремонта,Растаможен,,,EM57,,150 л.с. (110 кВт) при 9795 об/мин,320 Н⋅м при 3283 об/мин,,,,,,,Электро,,,C,5,5,Левый/Правый,Япония,400/1176 л,,1995 кг,1580 кг,Дисковые,Дисковые вентилируемые,"Полунезависимая, пружинная","Независимая, пружинная",1530 мм,4490 мм,155 мм,2700 мм,"205/55 R16, 215/50 R17","6.5x16 ET40, 6.5x17 ET45",DIA66.1 5x114.3 мм,1788 мм,1530 мм,1540 мм,,Автомат,Передний,,144 км/ч,,7.9 с,,,
https://auto.ru/cars/used/sale/jaguar/i_pace/1123643855-c5359942/,Jaguar,"Jaguar I-Pace I, 2019",4 600 000,84.7 кВт⋅ч,45 мин,,90.0 кВт⋅ч,480 км,,,До 80% при 100 кВт,,Литий-ионная (Li-ion),"Type 2, CCS Combo 2",1 владелец,,,2019,******|67,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,78 000 км,,Не требует ремонта,Растаможен,,,,,400 л.с. (294 кВт),696 Н⋅м,WLTP,,,,,,Электро,,,D,5,5,Левый,Великобритания,656 л,,2670 кг,2208 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1565 мм,4682 мм,,2990 мм,"235/65 R18, 245/50 R20, 255/40 R22","7.5x18 ET45, 8.5x22 ET50.5, 8x20 ET52",DIA63.4 5x108 мм,1895 мм,1661 мм,1641 мм,1,Автомат,Полный,,200 км/ч,,4.8 с,22.0 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/tesla/model_x/1128277606-6c172673/,Tesla,"Tesla Model X Performance I, 2020",7 000 000,,45 мин,30.11 ч,100.0 кВт⋅ч,542 км,,,От 10% до 80% при 145 кВт,-30-60 С,Литий-ионная (Li-ion),,1 владелец,,,2020,******|977,0 ₽ в год,,Оригинал/Электронный,33 000 км,,Не требует ремонта,Растаможен,,,,,795 л.с. (585 кВт),,NEDC,,,,,,Электро,,,E,5,7,Левый,США,895/1795 л,,,2552 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1626 мм,5004 мм,180 мм,3061 мм,,"9x20 ET35 / 9.5x20 ET40, 9x22 ET35 / 10x22 ET35",DIA64.1 5x120 мм,2083 мм,,,1,Автомат,Полный,,261 км/ч,,2.8 с,22.6 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/mitsubishi/airtrek/1131166617-3f220dce/,Mitsubishi,"Mitsubishi Airtrek 71.8 kWh II, 2022",3 500 000,,30 мин,,71.8 кВт⋅ч,500 км,,,От 30% до 80%,,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",1 владелец,,,2022,******|977,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,70 000 км,,Не требует ремонта,Растаможен,,,,,224 л.с. (165 кВт),350 Н⋅м,,,,,,,Электро,,,J,5,5,Левый,Япония,368/1102 л,,,2040 кг,Дисковые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1728 мм,4630 мм,,2830 мм,235/55 R19,,,1920 мм,,,1,Автомат,Передний,,175 км/ч,,,,,
https://auto.ru/cars/used/sale/tesla/model_y/1131500296-6a4b94b9/,Tesla,"Tesla Model Y Long Range Dual Motor I, 2024",6 000 000,,27 мин,8.25 ч,75.0 кВт⋅ч,533 км,,250.0 кВт,10-80% при 250 кВт,,Литий-ионная (Li-ion),Tesla SG,1 владелец,,,2024,******|797,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,80 000 км,,Не требует ремонта,Растаможен,,,,,514 л.с. (378 кВт),493 Н⋅м,WLTP,,,,,,Электро,,,D,5,"5, 7",Левый,США,1840 л,,2518 кг,2054 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1624 мм,4751 мм,167 мм,2890 мм,"255/40 R20, 255/45 R19",,,1921 мм,1636 мм,1636 мм,1,Автомат,Полный,,217 км/ч,,5.0 с,16.9 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/mercedes/eqv/1130988663-b1330091/,Mercedes-Benz,"Mercedes-Benz EQV Extra Long 300 экстра длинный I, 2022",8 700 000,,45 мин,,90.0 кВт⋅ч,417 км,,,,,Литий-ионная (Li-ion),CCS Combo 2,2 владельца,3 месяца,,2022,,0 ₽ в год,,Оригинал/Электронный,19 240 км,,Не требует ремонта,Растаможен,,,,,204 л.с. (150 кВт),362 Н⋅м,WLTP,,,,,,Электро,,,M,5,8,Левый,Германия,1410 л,,3500 кг,2660 кг,Дисковые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1901 мм,5370 мм,,3430 мм,245/55 R17,7x17 ET51,DIA66.6 5x112 мм,1928 мм,1648 мм,1666 мм,1,Автомат,Передний,,140 км/ч,,12.2 с,28.0 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/porsche/taycan/1131139719-78a6d9d3/,Porsche,"Porsche Taycan Turbo I, 2021",10 500 000,83.7 кВт⋅ч,23 мин,,93.4 кВт⋅ч,450 км,,"11.0, 270.0 кВт",Постоянным током с макс. мощностью от 10% до 80%,,Литий-ионная (Li-ion),"CCS Combo 2, Type 2",1 владелец,4 года и 7 месяцев,,2021,******|124,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,52 793 км,Возможен налоговый вычет для юридических лиц,Не требует ремонта,Растаможен,,,,,680 л.с. (500 кВт),850 Н⋅м,WLTP,,,,,,Электро,,,F,4,"4, 5",Левый,Германия,81/366 л,,2880 кг,2305 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1381 мм,4963 мм,144 мм,2900 мм,,"8x19 ET50 / 10x19 ET47, 9.5x21 ET60 / 11.5x21 ET66, 9x20 ET54 / 11x20 ET60",DIA71.6 5x130 мм,1966 мм,1667 мм,1702 мм,,Автомат,Полный,,260 км/ч,,3.2 с,30.6 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/volkswagen/id4/1126792899-19243b97/,Volkswagen,"Volkswagen ID.4 Crozz, 2021",4 000 000,,40 мин,,84.8 кВт⋅ч,560 км,,,До 80%,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",2 владельца,2 года и 7 месяцев,,2021,******|977,0 ₽ в год,,Оригинал/Электронный,19 000 км,,Не требует ремонта,Растаможен,,,,,313 л.с. (230 кВт),472 Н⋅м,NEDC,,,,,,Электро,,,C,5,5,Левый,Германия,502 л,,2730 кг,2254 кг,Дисковые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1629 мм,4592 мм,,2765 мм,"235/50 R20, 255/45 R20",,,1852 мм,,,1,Автомат,Полный,,160 км/ч,,,15.5 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/tesla/model_s/1131398362-767d5ba3/,Tesla,"Tesla Model S P100D I Рестайлинг, 2018",4 200 000,,40 мин,30.11 ч,100.0 кВт⋅ч,507 км,,,До 80% при 120 кВт,-30-60 С,Литий-ионная (Li-ion),,2 владельца,,,2018,,0 ₽ в год,,Оригинал/Электронный,109 937 км,,Не требует ремонта,Растаможен,,,,,762 л.с. (568 кВт),967 Н⋅м,EPA,,,,,,Электро,,,F,5,5,Левый,США,891 л,,2720 кг,2241 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1435 мм,4970 мм,144 мм,2960 мм,"245/35 R21, 245/45 R19","8.5x21 ET40, 8.5x21 ET40 / 9x21 ET40, 8x19 ET40",DIA64.1 5x120 мм,1964 мм,1700 мм,1662 мм,1,Автомат,Полный,,250 км/ч,,2.7 с,20.0 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/tesla/model_y/1128074965-b531e7d4/,Tesla,"Tesla Model Y Long Range Dual Motor I, 2022",5 250 000,,27 мин,8.25 ч,75.0 кВт⋅ч,533 км,,250.0 кВт,10-80% при 250 кВт,,Литий-ионная (Li-ion),Tesla SG,1 владелец,,,2022,******|77,0 ₽ в год,,Оригинал/Электронный,49 860 км,,Не требует ремонта,Растаможен,,,,,514 л.с. (378 кВт),493 Н⋅м,WLTP,,,,,,Электро,,,D,5,"5, 7",Левый,США,1840 л,,2518 кг,2054 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1624 мм,4751 мм,167 мм,2890 мм,"255/40 R20, 255/45 R19",,,1921 мм,1636 мм,1636 мм,1,Автомат,Полный,,217 км/ч,,5.0 с,16.9 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/tesla/model_x/1131551689-df24eb5e/,Tesla,"Tesla Model X 75D I, 2018",4 350 000,,38 мин,22.38 ч,75.0 кВт⋅ч,417 км,,,От 10% до 80% при 145 кВт,-30-60 С,Литий-ионная (Li-ion),,1 владелец,,,2018,******|977,0 ₽ в год,,Оригинал/Электронный,88 360 км,,Не требует ремонта,Растаможен,,,,,333 л.с. (245 кВт),525 Н⋅м,NEDC,,,,,,Электро,,,E,5,7,Левый,США,895/1795 л,,2985 кг,2352 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1626 мм,5004 мм,180 мм,3061 мм,,"9x20 ET35 / 9.5x20 ET40, 9x22 ET35 / 10x22 ET35",DIA64.1 5x120 мм,2083 мм,,,1,Автомат,Полный,,210 км/ч,,5.2 с,20.8 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/mitsubishi/i_miev/1123288432-b9dd1170/,Mitsubishi,"Mitsubishi i-MiEV, 2012",950 000,14.5 кВт⋅ч,30 мин,,16.0 кВт⋅ч,130 км,,,До 80% при 50 кВт,-20-31 С,Литий-ионная (Li-ion),,2 владельца,,,2012,******|797,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,106 000 км,,Не требует ремонта,Растаможен,,,,,67 л.с. (49 кВт) при 8000 об/мин,180 Н⋅м при 2000 об/мин,,,,,,,Электро,,,A,5,4,Левый/Правый,Япония,,,,1100 кг,Барабанные,Дисковые вентилируемые,"Зависимая, пружинная","Независимая, пружинная",1610 мм,3475 мм,150 мм,2550 мм,,4x15 ET35 / 5x15 ET35,DIA56.1 4x100 мм,1475 мм,1270 мм,1310 мм,,Автомат,Задний,,130 км/ч,,9.5 с,13.5 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/tesla/model_s/1128950828-96fd8683/,Tesla,"Tesla Model S 75 I Рестайлинг, 2016",2 500 000,,38 мин,22.38 ч,75.0 кВт⋅ч,401 км,,120.0 кВт,До 80% при 120 кВт,-30-60 С,Литий-ионная (Li-ion),Tesla SG,2 владельца,2 года и 1 месяц,,2016,******|797,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,150 000 км,,Не требует ремонта,Растаможен,,,,,320 л.с. (235 кВт),441 Н⋅м,EPA,,,,,,Электро,,,F,5,5,Левый,США,891 л,,2590 кг,2027 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1435 мм,4970 мм,144 мм,2960 мм,"245/35 R21, 245/45 R19","8.5x21 ET40, 8.5x21 ET40 / 9x21 ET40, 8x19 ET40",DIA64.1 5x120 мм,1964 мм,1700 мм,1662 мм,1,Автомат,Задний,,230 км/ч,,5.5 с,18.5 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/tesla/model_s/1128237532-5a2ee009/,Tesla,"Tesla Model S P85 I, 2014",2 300 000,,34 мин,25.4 ч,85.0 кВт⋅ч,426 км,,,До 80% при 120 кВт,-30-60 С,Литий-ионная (Li-ion),Tesla SG,1 владелец,4 года и 3 месяца,,2014,******|797,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,120 000 км,,Не требует ремонта,Растаможен,,,,,422 л.с. (310 кВт),600 Н⋅м,,,,,,,Электро,,,F,5,5,Левый,США,891 л,,2590 кг,2108 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1435 мм,4976 мм,152 мм,2959 мм,245/45 R19,"8.5x21 ET40, 8x19 ET40, 8x20 ET40",DIA64.1 5x120 мм,1963 мм,1699 мм,1661 мм,1,Автомат,Задний,,209 км/ч,,4.2 с,,,
https://auto.ru/cars/used/sale/lexus/ux/1128911953-34917d51/,Lexus,"Lexus UX 300e I, 2020",3 500 000,,50 мин,,54.35 кВт⋅ч,400 км,,50.0 кВт,Быстрая зарядка при мощности 50 кВт,,Литий-ионная (Li-ion),"Type 2, CHAdeMO",1 владелец,,,2020,******|17,0 ₽ в год,,Оригинал/Электронный,23 907 км,Возможен налоговый вычет для юридических лиц,Не требует ремонта,Растаможен,,,,,204 л.с. (150 кВт),300 Н⋅м,WLTP,,,,,,Электро,,,C,5,5,Левый/Правый,Япония,,,2245 кг,1785 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Полунезависимая, пружинная","Независимая, пружинная",1520 мм,4495 мм,140 мм,2640 мм,225/50 R18,7x18 ET50,DIA60.1 5x114.3 мм,1840 мм,1560 мм,1560 мм,1,Автомат,Передний,0 г/км,160 км/ч,,7.5 с,16.8 кВт⋅ч/100 км,,
